1	20190702	100200	65.29	65.26
2	20190702	100300	65.28	65.28
3	20190702	100400	65.27	65.26
4	20190702	100500	65.25	65.24
5	20190702	100600	65.24	65.24
6	20190702	100700	65.24	65.25
7	20190702	100800	65.24	65.24
8	20190702	100900	65.24	65.24
9	20190702	101000	65.24	65.24
10	20190702	101100	65.24	65.25
11	20190702	101200	65.23	65.22
12	20190702	101300	65.23	65.23
13	20190702	101400	65.21	65.2
14	20190702	101500	65.21	65.22
15	20190702	101600	65.22	65.24
16	20190702	101700	65.23	65.24
17	20190702	101800	65.23	65.23
18	20190702	101900	65.22	65.22
19	20190702	102000	65.22	65.22
20	20190702	102100	65.20	65.19
21	20190702	102200	65.18	65.16
22	20190702	102300	65.20	65.23
23	20190702	102400	65.23	65.26
24	20190702	102500	65.23	65.24
25	20190702	102600	65.24	65.26
26	20190702	102700	65.24	65.25
27	20190702	102800	65.24	65.25
28	20190702	102900	65.23	65.22
29	20190702	103000	65.24	65.25
30	20190702	103100	65.24	65.25
31	20190702	103200	65.21	65.18
32	20190702	103300	65.20	65.2
33	20190702	103400	65.21	65.22
34	20190702	103500	65.22	65.24
35	20190702	103600	65.25	65.28
36	20190702	103700	65.25	65.25
37	20190702	103800	65.26	65.27
38	20190702	103900	65.29	65.33
39	20190702	104000	65.28	65.27
40	20190702	104100	65.27	65.27
41	20190702	104200	65.27	65.27
42	20190702	104300	65.26	65.26
43	20190702	104400	65.25	65.25
44	20190702	104500	65.24	65.24
45	20190702	104600	65.22	65.21
46	20190702	104700	65.22	65.23
47	20190702	104800	65.22	65.22
48	20190702	104900	65.18	65.14
49	20190702	105000	65.18	65.19
50	20190702	105100	65.15	65.13
51	20190702	105200	65.14	65.13
52	20190702	105300	65.13	65.12
53	20190702	105400	65.14	65.15
54	20190702	105500	65.13	65.12
55	20190702	105600	65.13	65.13
56	20190702	105700	65.16	65.19
57	20190702	105800	65.16	65.17
58	20190702	105900	65.17	65.18
59	20190702	110000	65.18	65.19
60	20190702	110100	65.15	65.13
61	20190702	110200	65.10	65.06
62	20190702	110300	65.06	65.03
63	20190702	110400	65.04	65.02
64	20190702	110500	65.04	65.04
65	20190702	110600	65.03	65.02
66	20190702	110700	65.04	65.06
67	20190702	110800	65.05	65.07
68	20190702	110900	65.07	65.1
69	20190702	111000	65.08	65.09
70	20190702	111100	65.07	65.07
71	20190702	111200	65.07	65.07
72	20190702	111300	65.05	65.04
73	20190702	111400	65.03	65.02
74	20190702	111500	65.04	65.06
75	20190702	111600	65.04	65.05
76	20190702	111700	65.04	65.04
77	20190702	111800	65.03	65.03
78	20190702	111900	65.01	64.99
79	20190702	112000	65.01	65.02
80	20190702	112100	64.98	64.96
81	20190702	112200	64.96	64.94
82	20190702	112300	64.95	64.94
83	20190702	112400	64.95	64.95
84	20190702	112500	64.96	64.97
85	20190702	112600	64.96	64.96
86	20190702	112700	64.95	64.94
87	20190702	112800	64.92	64.9
88	20190702	112900	64.93	64.94
89	20190702	113000	64.97	65.01
90	20190702	113100	64.98	65
91	20190702	113200	65.02	65.06
92	20190702	113300	65.04	65.06
93	20190702	113400	65.05	65.07
94	20190702	113500	65.05	65.06
95	20190702	113600	65.08	65.11
96	20190702	113700	65.11	65.14
97	20190702	113800	65.10	65.1
98	20190702	113900	65.09	65.09
99	20190702	114000	65.08	65.07
100	20190702	114100	65.01	64.95
101	20190702	114200	64.91	64.82
102	20190702	114300	64.88	64.85
103	20190702	114400	64.88	64.89
104	20190702	114500	64.82	64.77
105	20190702	114600	64.80	64.79
106	20190702	114700	64.80	64.8
107	20190702	114800	64.80	64.8
108	20190702	114900	64.82	64.85
109	20190702	115000	64.85	64.88
